time:1600191559.179449	IP:8.8.8.8	totalPings:50	avgPing:90.2	maxPing:300	last10Avg:90.2	last10Max:300	pingsOver100:18	percentageOfPingsOver100:36.0%	timeout:3	packetLoss:6.0%
time:1600191570.1764767	IP:8.8.8.8	totalPings:100	avgPing:109.4	maxPing:547	last10Avg:128.5	last10Max:547	pingsOver100:42	percentageOfPingsOver100:42.0%	timeout:4	packetLoss:4.0%
time:1600191582.762434	IP:8.8.8.8	totalPings:150	avgPing:102.7	maxPing:547	last10Avg:89.4	last10Max:410	pingsOver100:59	percentageOfPingsOver100:39.3%	timeout:6	packetLoss:4.0%
time:1600191613.6044595	IP:8.8.8.8	totalPings:200	avgPing:110.7	maxPing:547	last10Avg:134.7	last10Max:413	pingsOver100:82	percentageOfPingsOver100:41.0%	timeout:12	packetLoss:6.0%
time:1600191636.426803	IP:8.8.8.8	totalPings:250	avgPing:116.4	maxPing:547	last10Avg:139.1	last10Max:455	pingsOver100:106	percentageOfPingsOver100:42.4%	timeout:16	packetLoss:6.4%
time:1600191647.0811193	IP:8.8.8.8	totalPings:300	avgPing:117.9	maxPing:547	last10Avg:125.4	last10Max:447	pingsOver100:129	percentageOfPingsOver100:43.0%	timeout:17	packetLoss:5.7%
time:1600191658.2630606	IP:8.8.8.8	totalPings:350	avgPing:120.1	maxPing:547	last10Avg:133.3	last10Max:441	pingsOver100:152	percentageOfPingsOver100:43.4%	timeout:18	packetLoss:5.1%
time:1600191668.3329957	IP:8.8.8.8	totalPings:400	avgPing:118.5	maxPing:547	last10Avg:107.2	last10Max:344	pingsOver100:171	percentageOfPingsOver100:42.8%	timeout:19	packetLoss:4.8%
time:1600191686.9168944	IP:8.8.8.8	totalPings:450	avgPing:119.4	maxPing:547	last10Avg:127.2	last10Max:474	pingsOver100:193	percentageOfPingsOver100:42.9%	timeout:22	packetLoss:4.9%
time:1600191705.2555363	IP:8.8.8.8	totalPings:500	avgPing:118.8	maxPing:547	last10Avg:113.2	last10Max:458	pingsOver100:213	percentageOfPingsOver100:42.6%	timeout:25	packetLoss:5.0%
time:1600191714.0651426	IP:8.8.8.8	totalPings:550	avgPing:116.1	maxPing:547	last10Avg:89.0	last10Max:329	pingsOver100:233	percentageOfPingsOver100:42.4%	timeout:26	packetLoss:4.7%
time:1600191723.0055907	IP:8.8.8.8	totalPings:600	avgPing:113.9	maxPing:547	last10Avg:89.8	last10Max:418	pingsOver100:250	percentageOfPingsOver100:41.7%	timeout:27	packetLoss:4.5%
time:1600191740.9926758	IP:8.8.8.8	totalPings:650	avgPing:114.7	maxPing:547	last10Avg:124.0	last10Max:436	pingsOver100:273	percentageOfPingsOver100:42.0%	timeout:30	packetLoss:4.6%
time:1600191750.567029	IP:8.8.8.8	totalPings:700	avgPing:114.1	maxPing:547	last10Avg:106.4	last10Max:397	pingsOver100:292	percentageOfPingsOver100:41.7%	timeout:31	packetLoss:4.4%
time:1600191755.70933	IP:8.8.8.8	totalPings:750	avgPing:112.4	maxPing:547	last10Avg:88.5	last10Max:363	pingsOver100:307	percentageOfPingsOver100:40.9%	timeout:31	packetLoss:4.1%
time:1600191776.11089	IP:8.8.8.8	totalPings:800	avgPing:111.0	maxPing:547	last10Avg:89.6	last10Max:340	pingsOver100:325	percentageOfPingsOver100:40.6%	timeout:35	packetLoss:4.4%
time:1600191792.4364533	IP:8.8.8.8	totalPings:850	avgPing:109.9	maxPing:547	last10Avg:93.6	last10Max:444	pingsOver100:342	percentageOfPingsOver100:40.2%	timeout:38	packetLoss:4.5%
time:1600191810.793907	IP:8.8.8.8	totalPings:900	avgPing:110.9	maxPing:547	last10Avg:126.7	last10Max:408	pingsOver100:367	percentageOfPingsOver100:40.8%	timeout:41	packetLoss:4.6%
time:1600191816.5279038	IP:8.8.8.8	totalPings:950	avgPing:110.3	maxPing:547	last10Avg:100.1	last10Max:441	pingsOver100:383	percentageOfPingsOver100:40.3%	timeout:41	packetLoss:4.3%
time:1600191866.118503	IP:8.8.8.8	totalPings:1000	avgPing:111.4	maxPing:607	last10Avg:131.2	last10Max:607	pingsOver100:408	percentageOfPingsOver100:40.8%	timeout:52	packetLoss:5.2%
time:1600191884.4423869	IP:8.8.8.8	totalPings:1050	avgPing:111.8	maxPing:607	last10Avg:121.1	last10Max:513	pingsOver100:431	percentageOfPingsOver100:41.0%	timeout:55	packetLoss:5.2%
time:1600191899.112994	IP:8.8.8.8	totalPings:1100	avgPing:112.5	maxPing:607	last10Avg:127.2	last10Max:472	pingsOver100:457	percentageOfPingsOver100:41.5%	timeout:57	packetLoss:5.2%
time:1600191924.0207705	IP:8.8.8.8	totalPings:1150	avgPing:115.5	maxPing:607	last10Avg:180.5	last10Max:515	pingsOver100:492	percentageOfPingsOver100:42.8%	timeout:61	packetLoss:5.3%
time:1600191942.5189276	IP:8.8.8.8	totalPings:1200	avgPing:116.1	maxPing:607	last10Avg:131.0	last10Max:478	pingsOver100:517	percentageOfPingsOver100:43.1%	timeout:64	packetLoss:5.3%
time:1600191971.7463665	IP:8.8.8.8	totalPings:1250	avgPing:115.6	maxPing:607	last10Avg:103.1	last10Max:474	pingsOver100:535	percentageOfPingsOver100:42.8%	timeout:70	packetLoss:5.6%
time:1600191982.7282383	IP:8.8.8.8	totalPings:1300	avgPing:116.1	maxPing:607	last10Avg:127.4	last10Max:473	pingsOver100:560	percentageOfPingsOver100:43.1%	timeout:71	packetLoss:5.5%
time:1600191992.312882	IP:8.8.8.8	totalPings:1350	avgPing:115.7	maxPing:607	last10Avg:106.6	last10Max:539	pingsOver100:579	percentageOfPingsOver100:42.9%	timeout:72	packetLoss:5.3%
time:1600191996.0349157	IP:8.8.8.8	totalPings:1400	avgPing:113.7	maxPing:607	last10Avg:60.0	last10Max:299	pingsOver100:587	percentageOfPingsOver100:41.9%	timeout:72	packetLoss:5.1%
